proposal_id,text
P02631,"Support common land development and pasture management planning in Tulsi Gram. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02632,"Strengthen nursery management and seedling production for village-level plantation drives in Panchvati Kalan. The team will support layout, watering routines, and survival tracking of seedlings."
P02633,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Bhavani Kheda. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P02634,"Support drinking water source protection for key borewells in Hariyali Dham. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P02635,Support an environmental engineering review of wastewater and solid waste flows in Chitrani Block. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P02636,"Assist anganwadi strengthening in Panchvati Kalan by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02637,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Saraswati Nagar. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02638,"Set up a lightweight project management tracker for village-level works in Shanti Nagar Panchayat. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P02639,Support an environmental engineering review of wastewater and solid waste flows in Ganga Khand. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P02640,"Support canal and field channel maintenance for a minor irrigation scheme serving Yamuna Kheda. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02641,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Tulsi Gram. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P02642,"Assist in a climate risk assessment exercise for Mahuli Panchayat, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P02643,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Lakshmipur. The project includes condition assessment and prioritization for repairs."
P02644,"Support drinking water source protection for key borewells in Kaveri Tanda. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P02645,"Design a low-cost water quality monitoring routine for schools in Bhagirathi Pur. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P02646,"Strengthen nursery management and seedling production for village-level plantation drives in Shanti Nagar Panchayat. The team will support layout, watering routines, and survival tracking of seedlings."
P02647,"Assist in planning and measurement of MGNREGA works around Rampur Gram Panchayat such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P02648,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Rampur Gram Panchayat. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P02649,"Assist in planning and measurement of MGNREGA works around Shivapuram such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P02650,Support an environmental engineering review of wastewater and solid waste flows in Krishi Nagar. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P02651,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Bhavani Kheda. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P02652,"Support public health outreach on maternal and child health topics in Ganga Khand. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P02653,Help design and locate small check dams and nala bunds in the upper catchment above Mahuli Panchayat. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P02654,"Assist anganwadi strengthening in Saraswati Nagar by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02655,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Chitrani Block. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02656,Plan a village-wide drinking water quality assessment in Tulsi Gram. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P02657,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Devnagar. The project includes condition assessment and prioritization for repairs."
P02658,"Pilot household water treatment and safe storage practices in one hamlet of Shanti Nagar Panchayat. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P02659,"Plan a WASH in schools improvement drive in Lakshmipur. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02660,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Krishi Nagar. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02661,Support an environmental engineering review of wastewater and solid waste flows in Lakshmipur. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P02662,"Support baseline and endline studies for a new Gram Sahayta initiative in Tulsi Gram. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P02663,"Support common land development and pasture management planning in Shivapuram. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02664,"Support a small social audit-style review of one scheme in Hariyali Dham. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02665,"Facilitate an integrated pest management demonstration in a common crop grown around Shivapuram. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02666,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Nirmalgaon. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02667,"Support solar street lighting maintenance in lanes of Tulsi Gram. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P02668,"Help set up a grievance redressal register and simple tracking system in Lakshmipur for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02669,"Support a small social audit-style review of one scheme in Rampur Gram Panchayat. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02670,Develop a groundwater level monitoring plan for open wells and borewells in and around Rampur Gram Panchayat. The project will set up simple measurement protocols and a shared register with the panchayat.
P02671,"Plan a WASH in schools improvement drive in Tulsi Gram. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02672,"Support low-cost housing construction quality monitoring for PMAY houses in Saraswati Nagar. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P02673,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Panchvati Kalan. The project must link plantations to watering and protection responsibilities.
P02674,"Support self-help group strengthening in Tulsi Gram by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P02675,"Assist anganwadi strengthening in Kaveri Tanda by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02676,"Support baseline and endline studies for a new Gram Sahayta initiative in Neelgaon. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P02677,"Assist in a climate risk assessment exercise for Devnagar, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P02678,"Support a small social audit-style review of one scheme in Suryapur. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02679,"Support common land development and pasture management planning in Suryapur. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02680,"Support a small social audit-style review of one scheme in Shanti Nagar Panchayat. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02681,Organize a digital literacy and risk communication workshop for adolescents in Yamuna Kheda on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P02682,"Design a low-cost water quality monitoring routine for schools in Shivapuram. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P02683,"Assist anganwadi strengthening in Chitrani Block by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02684,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Panchvati Kalan. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02685,"Plan a soil testing and fertility management campaign for farmers in Rampur Gram Panchayat. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P02686,"Support public health outreach on maternal and child health topics in Chitrani Block. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P02687,"Pilot household water treatment and safe storage practices in one hamlet of Tulsi Gram. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P02688,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Saraswati Nagar. Data should be summarized for panchayat review meetings.
P02689,"Help set up a grievance redressal register and simple tracking system in Kaveri Tanda for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02690,"Support a small social audit-style review of one scheme in Rampur Gram Panchayat. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02691,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Neelgaon. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02692,"Assist in planning and measurement of MGNREGA works around Mahuli Panchayat such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P02693,"Support low-cost housing construction quality monitoring for PMAY houses in Shivapuram. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P02694,"Strengthen nursery management and seedling production for village-level plantation drives in Hariyali Dham. The team will support layout, watering routines, and survival tracking of seedlings."
P02695,"Support baseline and endline studies for a new Gram Sahayta initiative in Saraswati Nagar. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P02696,"Help set up a grievance redressal register and simple tracking system in Neelgaon for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02697,"Plan a WASH in schools improvement drive in Ganga Khand. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02698,"Design a low-cost water quality monitoring routine for schools in Krishi Nagar. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P02699,Plan a village-wide drinking water quality assessment in Yamuna Kheda. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P02700,"Help set up a grievance redressal register and simple tracking system in Yamuna Kheda for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02701,"Support canal and field channel maintenance for a minor irrigation scheme serving Neelgaon. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02702,"Plan a soil testing and fertility management campaign for farmers in Devnagar. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P02703,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Saraswati Nagar. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P02704,"Plan a WASH in schools improvement drive in Devnagar. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02705,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Neelgaon. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P02706,"Assist in gram sabha facilitation in Bhagirathi Pur by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P02707,"Design a solar pumping system proposal for drinking water or irrigation in Yamuna Kheda. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P02708,"Design a low-cost water quality monitoring routine for schools in Bhagirathi Pur. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P02709,"Support low-cost housing construction quality monitoring for PMAY houses in Ganga Khand. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P02710,"Assist anganwadi strengthening in Krishi Nagar by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02711,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Mahuli Panchayat. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P02712,"Plan a soil testing and fertility management campaign for farmers in Shivapuram. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P02713,"Facilitate an integrated pest management demonstration in a common crop grown around Ganga Khand. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02714,"Assist in planning and measurement of MGNREGA works around Saraswati Nagar such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P02715,"Assist anganwadi strengthening in Suryapur by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02716,"Support fisheries pond management for small ponds near Devnagar. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P02717,"Plan a WASH in schools improvement drive in Neelgaon. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02718,Organize a digital literacy and risk communication workshop for adolescents in Shivapuram on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P02719,"Support panchayat planning and budgeting in Nirmalgaon by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P02720,"Design a solid waste segregation and composting system for households near the main street of Suryapur. The team will map households, propose collection points, and set up at least one small composting unit."
P02721,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Tulsi Gram. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P02722,"Support common land development and pasture management planning in Neelgaon. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02723,"Support canal and field channel maintenance for a minor irrigation scheme serving Chitrani Block. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02724,"Facilitate an integrated pest management demonstration in a common crop grown around Lakshmipur. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02725,"Facilitate an integrated pest management demonstration in a common crop grown around Lakshmipur. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02726,"Assist anganwadi strengthening in Nirmalgaon by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02727,"Plan a soil testing and fertility management campaign for farmers in Shivapuram. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P02728,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Mahuli Panchayat. The project includes condition assessment and prioritization for repairs."
P02729,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Ganga Khand. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P02730,"Support solar street lighting maintenance in lanes of Bhagirathi Pur. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P02731,"Support common land development and pasture management planning in Mahuli Panchayat. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02732,Develop a groundwater level monitoring plan for open wells and borewells in and around Yamuna Kheda. The project will set up simple measurement protocols and a shared register with the panchayat.
P02733,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Devnagar. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02734,"Design a solid waste segregation and composting system for households near the main street of Shivapuram. The team will map households, propose collection points, and set up at least one small composting unit."
P02735,"Support canal and field channel maintenance for a minor irrigation scheme serving Mahuli Panchayat. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02736,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Devnagar. The project must link plantations to watering and protection responsibilities.
P02737,"Support self-help group strengthening in Saraswati Nagar by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P02738,"Design a solid waste segregation and composting system for households near the main street of Nirmalgaon. The team will map households, propose collection points, and set up at least one small composting unit."
P02739,"Help set up a grievance redressal register and simple tracking system in Suryapur for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02740,"Support a small social audit-style review of one scheme in Krishi Nagar. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02741,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Ganga Khand. Data should be summarized for panchayat review meetings.
P02742,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Chitrani Block. The project includes condition assessment and prioritization for repairs."
P02743,"Strengthen nursery management and seedling production for village-level plantation drives in Shanti Nagar Panchayat. The team will support layout, watering routines, and survival tracking of seedlings."
P02744,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Tulsi Gram. The project includes condition assessment and prioritization for repairs."
P02745,"Plan a soil testing and fertility management campaign for farmers in Tulsi Gram. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P02746,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Panchvati Kalan. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P02747,"Assist in a climate risk assessment exercise for Devnagar, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P02748,"Design a solid waste segregation and composting system for households near the main street of Nirmalgaon. The team will map households, propose collection points, and set up at least one small composting unit."
P02749,"Support low-cost housing construction quality monitoring for PMAY houses in Panchvati Kalan. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P02750,"Assist anganwadi strengthening in Mahuli Panchayat by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02751,Organize a digital literacy and risk communication workshop for adolescents in Devnagar on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P02752,"Assist in a climate risk assessment exercise for Hariyali Dham, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P02753,"Design a low-cost water quality monitoring routine for schools in Shivapuram. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P02754,"Help set up a grievance redressal register and simple tracking system in Bhagirathi Pur for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02755,"Support canal and field channel maintenance for a minor irrigation scheme serving Ganga Khand. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02756,Help design and locate small check dams and nala bunds in the upper catchment above Lakshmipur. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P02757,"Support solar street lighting maintenance in lanes of Nirmalgaon. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P02758,"Support disaster preparedness and response planning in Saraswati Nagar. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P02759,Organize a digital literacy and risk communication workshop for adolescents in Rampur Gram Panchayat on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P02760,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Krishi Nagar. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P02761,"Support common land development and pasture management planning in Yamuna Kheda. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02762,"Facilitate an integrated pest management demonstration in a common crop grown around Suryapur. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02763,"Facilitate an integrated pest management demonstration in a common crop grown around Bhavani Kheda. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02764,"Support panchayat planning and budgeting in Ganga Khand by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P02765,"Develop a basic village information system for Suryapur integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P02766,"Support fisheries pond management for small ponds near Devnagar. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P02767,"Support disaster preparedness and response planning in Mahuli Panchayat. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P02768,"Design a low-cost water quality monitoring routine for schools in Saraswati Nagar. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P02769,"Assist in gram sabha facilitation in Shanti Nagar Panchayat by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P02770,Develop a groundwater level monitoring plan for open wells and borewells in and around Kaveri Tanda. The project will set up simple measurement protocols and a shared register with the panchayat.
P02771,"Support low-cost housing construction quality monitoring for PMAY houses in Bhagirathi Pur. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P02772,"Support fisheries pond management for small ponds near Kaveri Tanda. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P02773,"Support solar street lighting maintenance in lanes of Ganga Khand. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P02774,Develop a groundwater level monitoring plan for open wells and borewells in and around Shanti Nagar Panchayat. The project will set up simple measurement protocols and a shared register with the panchayat.
P02775,"Assist in river restoration planning for a degraded stream reach near Bhagirathi Pur. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P02776,"Assist in river restoration planning for a degraded stream reach near Lakshmipur. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P02777,"Support a small social audit-style review of one scheme in Tulsi Gram. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02778,"Support canal and field channel maintenance for a minor irrigation scheme serving Tulsi Gram. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02779,"Support solar street lighting maintenance in lanes of Kaveri Tanda. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P02780,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Bhavani Kheda. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P02781,"Support solar street lighting maintenance in lanes of Lakshmipur. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P02782,"Design a low-cost water quality monitoring routine for schools in Ganga Khand. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P02783,"Assist in planning and measurement of MGNREGA works around Neelgaon such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P02784,"Support self-help group strengthening in Chitrani Block by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P02785,"Design a solid waste segregation and composting system for households near the main street of Panchvati Kalan. The team will map households, propose collection points, and set up at least one small composting unit."
P02786,"Support common land development and pasture management planning in Kaveri Tanda. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02787,"Support baseline and endline studies for a new Gram Sahayta initiative in Kaveri Tanda. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P02788,"Set up a lightweight project management tracker for village-level works in Shanti Nagar Panchayat. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P02789,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Shanti Nagar Panchayat. The project includes condition assessment and prioritization for repairs."
P02790,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Ganga Khand. The project includes condition assessment and prioritization for repairs."
P02791,"Support common land development and pasture management planning in Ganga Khand. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P02792,Develop a groundwater level monitoring plan for open wells and borewells in and around Kaveri Tanda. The project will set up simple measurement protocols and a shared register with the panchayat.
P02793,"Set up a lightweight project management tracker for village-level works in Tulsi Gram. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P02794,"Help set up a grievance redressal register and simple tracking system in Shanti Nagar Panchayat for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02795,"Support fisheries pond management for small ponds near Suryapur. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P02796,Plan a village-wide drinking water quality assessment in Mahuli Panchayat. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P02797,"Set up a lightweight project management tracker for village-level works in Shivapuram. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P02798,"Strengthen nursery management and seedling production for village-level plantation drives in Hariyali Dham. The team will support layout, watering routines, and survival tracking of seedlings."
P02799,"Support a small social audit-style review of one scheme in Suryapur. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02800,"Support canal and field channel maintenance for a minor irrigation scheme serving Lakshmipur. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02801,"Plan a WASH in schools improvement drive in Tulsi Gram. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02802,"Assist in planning and measurement of MGNREGA works around Suryapur such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P02803,"Set up a lightweight project management tracker for village-level works in Tulsi Gram. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P02804,"Help set up a grievance redressal register and simple tracking system in Rampur Gram Panchayat for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P02805,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Shivapuram. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02806,"Plan a soil testing and fertility management campaign for farmers in Nirmalgaon. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P02807,"Support disaster preparedness and response planning in Bhagirathi Pur. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P02808,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Saraswati Nagar. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P02809,"Support canal and field channel maintenance for a minor irrigation scheme serving Tulsi Gram. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02810,"Support fisheries pond management for small ponds near Mahuli Panchayat. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P02811,"Pilot household water treatment and safe storage practices in one hamlet of Kaveri Tanda. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P02812,"Support canal and field channel maintenance for a minor irrigation scheme serving Yamuna Kheda. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P02813,Help design and locate small check dams and nala bunds in the upper catchment above Rampur Gram Panchayat. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P02814,"Strengthen nursery management and seedling production for village-level plantation drives in Rampur Gram Panchayat. The team will support layout, watering routines, and survival tracking of seedlings."
P02815,"Assist in a climate risk assessment exercise for Ganga Khand, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P02816,Help design and locate small check dams and nala bunds in the upper catchment above Devnagar. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P02817,Organize a digital literacy and risk communication workshop for adolescents in Rampur Gram Panchayat on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P02818,"Strengthen nursery management and seedling production for village-level plantation drives in Saraswati Nagar. The team will support layout, watering routines, and survival tracking of seedlings."
P02819,"Set up a lightweight project management tracker for village-level works in Yamuna Kheda. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P02820,"Support disaster preparedness and response planning in Shivapuram. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P02821,"Assist anganwadi strengthening in Nirmalgaon by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02822,"Assist anganwadi strengthening in Chitrani Block by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02823,"Support disaster preparedness and response planning in Bhagirathi Pur. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P02824,"Support drinking water source protection for key borewells in Suryapur. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P02825,Organize a digital literacy and risk communication workshop for adolescents in Bhagirathi Pur on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P02826,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Suryapur. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P02827,"Plan a WASH in schools improvement drive in Bhavani Kheda. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02828,"Plan a soil testing and fertility management campaign for farmers in Shanti Nagar Panchayat. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P02829,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Nirmalgaon. Data should be summarized for panchayat review meetings.
